Sample in Buffer,Sample in Window,TRIGGER,design_1_i/memops_scheduler_1_done_count[4:0],design_1_i/memops_scheduler_1_start_count[4:0],design_1_i/memops_scheduler_1_mst_exec_state[3:0],design_1_i/memops_scheduler_1_ndp_start[7:0],design_1_i/memops_scheduler_1_offset_reg1_valid,design_1_i/memops_scheduler_1_offset_reg2_valid,design_1_i/memops_scheduler_1_vaddr_offset_count[1:0],design_1_i/memops_scheduler_1_offset_read_enable,design_1_i/memops_scheduler_1_ndp_done[7:0]
965,965,0,01,00,0,00,1,1,0,0,00
966,966,0,01,00,0,00,1,1,0,0,00
967,967,0,01,00,0,00,1,1,0,0,00
968,968,0,01,00,0,00,1,1,0,0,00
969,969,0,01,00,0,00,1,1,0,0,00
970,970,0,01,00,0,00,1,1,0,0,00
971,971,0,01,00,0,00,1,1,0,0,00
972,972,0,01,00,0,00,1,1,0,0,00
973,973,0,01,00,0,00,1,1,0,0,00
974,974,0,01,00,0,00,1,1,0,0,00
975,975,0,01,00,0,00,1,1,0,0,00
976,976,0,01,00,0,00,1,1,0,0,00
977,977,0,01,00,0,00,1,1,0,0,00
978,978,0,01,00,0,00,1,1,0,0,00
979,979,0,01,00,0,00,1,1,0,0,00
980,980,0,01,00,0,00,1,1,0,0,00
981,981,0,01,00,0,00,1,1,0,0,00
982,982,0,01,00,0,00,1,1,0,0,00
983,983,0,01,00,0,00,1,1,0,0,00
984,984,0,01,00,0,00,1,1,0,0,00
985,985,0,01,00,0,00,1,1,0,0,00
986,986,0,01,00,0,00,1,1,0,0,00
987,987,0,01,00,0,00,1,1,0,0,00
988,988,0,01,00,0,00,1,1,0,0,00
989,989,0,01,00,0,00,1,1,0,0,00
990,990,0,01,00,0,00,1,1,0,0,00
991,991,0,01,00,0,00,1,1,0,0,00
992,992,0,01,00,0,00,1,1,0,0,00
993,993,0,01,00,0,00,1,1,0,0,00
994,994,0,01,00,0,00,1,1,0,0,00
995,995,0,01,00,0,00,1,1,0,0,00
996,996,0,01,00,0,00,1,1,0,0,00
997,997,0,01,00,0,00,1,1,0,0,00
998,998,0,01,00,0,00,1,1,0,0,00
999,999,0,01,00,0,00,1,1,0,0,00
1000,1000,0,01,00,0,00,1,1,0,0,00
1001,1001,0,01,00,0,00,1,1,0,0,00
1002,1002,0,01,00,0,00,1,1,0,0,00
1003,1003,0,01,00,0,00,1,1,0,0,00
1004,1004,0,01,00,0,00,1,1,0,0,00
1005,1005,0,01,00,0,00,1,1,0,0,00
1006,1006,0,01,00,0,00,1,1,0,0,00
1007,1007,0,01,00,0,00,1,1,0,0,00
1008,1008,0,01,00,0,00,1,1,0,0,00
1009,1009,0,01,00,0,00,1,1,0,0,00
1010,1010,0,01,00,0,00,1,1,0,0,00
1011,1011,0,01,00,0,00,1,1,0,0,00
1012,1012,0,01,00,0,00,1,1,0,0,00
1013,1013,0,01,00,0,00,1,1,0,0,00
1014,1014,0,01,00,0,00,1,1,0,0,00
1015,1015,0,01,00,0,00,1,1,0,0,00
1016,1016,0,01,00,0,00,1,1,0,0,00
1017,1017,0,01,00,0,00,1,1,0,0,00
1018,1018,0,01,00,0,00,1,1,0,0,00
1019,1019,0,01,00,0,00,1,1,0,0,00
1020,1020,0,01,00,0,00,1,1,0,0,00
1021,1021,0,01,00,0,00,1,1,0,0,00
1022,1022,0,01,00,0,00,1,1,0,0,00
1023,1023,0,01,00,0,00,1,1,0,0,00
